ENSDARG00000075089	ENSDARG00000026313
ENSDARG00000070265	ENSDARG00000087451
ENSDARG00000087854	ENSDARG00000075482
ENSDARG00000003313	ENSDARG00000057984
ENSDARG00000061243	ENSDARG00000077399
ENSDARG00000091990	ENSDARG00000038532
ENSDARG00000004735	ENSDARG00000015206
ENSDARG00000057519	ENSDARG00000076707
ENSDARG00000061564	ENSDARG00000089079
ENSDARG00000069101	ENSDARG00000013669
ENSDARG00000019741	ENSDARG00000035750
ENSDARG00000079376	ENSDARG00000011701
ENSDARG00000061497	ENSDARG00000095022
ENSDARG00000089560	ENSDARG00000041019
ENSDARG00000034203	ENSDARG00000078724
ENSDARG00000043084	ENSDARG00000091433
ENSDARG00000031875	ENSDARG00000016699
ENSDARG00000093123	ENSDARG00000088053
ENSDARG00000017738	ENSDARG00000055652
ENSDARG00000068566	ENSDARG00000038532
ENSDARG00000059370	ENSDARG00000031161
ENSDARG00000012005	ENSDARG00000023214
ENSDARG00000046090	ENSDARG00000004141
ENSDARG00000091191	ENSDARG00000090326
ENSDARG00000087472	ENSDARG00000091313
ENSDARG00000088260	ENSDARG00000069770
ENSDARG00000079653	ENSDARG00000092091
ENSDARG00000090513	ENSDARG00000041003
ENSDARG00000071252	ENSDARG00000060222
ENSDARG00000070265	ENSDARG00000094931
ENSDARG00000090513	ENSDARG00000041005
ENSDARG00000051775	ENSDARG00000087451
ENSDARG00000091090	ENSDARG00000071113
ENSDARG00000089238	ENSDARG00000027618
ENSDARG00000056180	ENSDARG00000056097
ENSDARG00000068704	ENSDARG00000074966
ENSDARG00000074325	ENSDARG00000086412
ENSDARG00000040738	ENSDARG00000008219
ENSDARG00000076129	ENSDARG00000087694
ENSDARG00000006791	ENSDARG00000035732
ENSDARG00000041425	ENSDARG00000040778
ENSDARG00000013274	ENSDARG00000077012
ENSDARG00000079074	ENSDARG00000090827
ENSDARG00000090320	ENSDARG00000052664
ENSDARG00000012263	ENSDARG00000079425
ENSDARG00000089750	ENSDARG00000007836
ENSDARG00000037455	ENSDARG00000032862
ENSDARG00000093321	ENSDARG00000040599
ENSDARG00000090299	ENSDARG00000089972
ENSDARG00000019345	ENSDARG00000026630
ENSDARG00000076930	ENSDARG00000090521
ENSDARG00000069625	ENSDARG00000088829
ENSDARG00000040907	ENSDARG00000079296
ENSDARG00000035198	ENSDARG00000077550
ENSDARG00000062608	ENSDARG00000077771
ENSDARG00000090279	ENSDARG00000088453
ENSDARG00000039497	ENSDARG00000005343
ENSDARG00000092523	ENSDARG00000027697
ENSDARG00000021378	ENSDARG00000006878
ENSDARG00000089615	ENSDARG00000033840
ENSDARG00000016025	ENSDARG00000035533
ENSDARG00000043951	ENSDARG00000074959
ENSDARG00000069356	ENSDARG00000075899
ENSDARG00000068660	ENSDARG00000091791
ENSDARG00000075426	ENSDARG00000074139
ENSDARG00000089560	ENSDARG00000086383
ENSDARG00000079105	ENSDARG00000054921
ENSDARG00000069801	ENSDARG00000008219
ENSDARG00000086304	ENSDARG00000086552
ENSDARG00000086603	ENSDARG00000016460
ENSDARG00000034203	ENSDARG00000075216
ENSDARG00000076858	ENSDARG00000079497
ENSDARG00000062608	ENSDARG00000078190
ENSDARG00000091359	ENSDARG00000059475
ENSDARG00000079903	ENSDARG00000068178
ENSDARG00000011956	ENSDARG00000071560
ENSDARG00000037056	ENSDARG00000040254
ENSDARG00000074924	ENSDARG00000077559
ENSDARG00000058649	ENSDARG00000012367
ENSDARG00000089124	ENSDARG00000045142
ENSDARG00000055920	ENSDARG00000056097
ENSDARG00000057035	ENSDARG00000079914
ENSDARG00000079555	ENSDARG00000005232
ENSDARG00000015164	ENSDARG00000011373
ENSDARG00000056014	ENSDARG00000056097
ENSDARG00000024433	ENSDARG00000022817
ENSDARG00000077201	ENSDARG00000044441
ENSDARG00000069620	ENSDARG00000079170
ENSDARG00000078262	ENSDARG00000058941
ENSDARG00000069831	ENSDARG00000008219
ENSDARG00000093215	ENSDARG00000086231
ENSDARG00000070282	ENSDARG00000086709
ENSDARG00000076461	ENSDARG00000089195
ENSDARG00000061835	ENSDARG00000063372
ENSDARG00000089719	ENSDARG00000086751
ENSDARG00000011770	ENSDARG00000076970
ENSDARG00000013056	ENSDARG00000070583
ENSDARG00000005481	ENSDARG00000007693
ENSDARG00000068928	ENSDARG00000088686
ENSDARG00000041173	ENSDARG00000011317
ENSDARG00000002026	ENSDARG00000044462
ENSDARG00000078473	ENSDARG00000012777
ENSDARG00000087707	ENSDARG00000088846
ENSDARG00000056028	ENSDARG00000062182
ENSDARG00000088979	ENSDARG00000089858
ENSDARG00000001767	ENSDARG00000088521
ENSDARG00000062610	ENSDARG00000075260
ENSDARG00000070286	ENSDARG00000088291
ENSDARG00000045909	ENSDARG00000094627
ENSDARG00000056091	ENSDARG00000053179
ENSDARG00000057767	ENSDARG00000045878
ENSDARG00000074669	ENSDARG00000039238
ENSDARG00000012552	ENSDARG00000058784
ENSDARG00000091172	ENSDARG00000041024
ENSDARG00000087543	ENSDARG00000090521
ENSDARG00000042115	ENSDARG00000034685
ENSDARG00000016448	ENSDARG00000092126
ENSDARG00000070528	ENSDARG00000060496
ENSDARG00000091854	ENSDARG00000086383
ENSDARG00000013946	ENSDARG00000031100
ENSDARG00000058394	ENSDARG00000079805
ENSDARG00000070781	ENSDARG00000067999
ENSDARG00000091011	ENSDARG00000059748
ENSDARG00000025076	ENSDARG00000061651
ENSDARG00000069946	ENSDARG00000042282
ENSDARG00000061114	ENSDARG00000087733
ENSDARG00000079219	ENSDARG00000011884
ENSDARG00000067908	ENSDARG00000079636
ENSDARG00000033140	ENSDARG00000089529
ENSDARG00000069379	ENSDARG00000070945
ENSDARG00000092813	ENSDARG00000087524
ENSDARG00000069379	ENSDARG00000070948
ENSDARG00000040184	ENSDARG00000026723
ENSDARG00000092552	ENSDARG00000087524
ENSDARG00000040401	ENSDARG00000071052
ENSDARG00000037917	ENSDARG00000012824
ENSDARG00000076192	ENSDARG00000075263
ENSDARG00000032808	ENSDARG00000077523
ENSDARG00000051770	ENSDARG00000088291
ENSDARG00000095424	ENSDARG00000056379
ENSDARG00000087688	ENSDARG00000043799
ENSDARG00000059891	ENSDARG00000094512
ENSDARG00000095348	ENSDARG00000074854
ENSDARG00000025168	ENSDARG00000008366
ENSDARG00000013855	ENSDARG00000055424
ENSDARG00000027572	ENSDARG00000068967
ENSDARG00000008209	ENSDARG00000006212
ENSDARG00000087324	ENSDARG00000008219
ENSDARG00000034181	ENSDARG00000016454
ENSDARG00000029472	ENSDARG00000088310
ENSDARG00000070507	ENSDARG00000062183
ENSDARG00000002642	ENSDARG00000067958
ENSDARG00000089039	ENSDARG00000091265
ENSDARG00000017128	ENSDARG00000006112
ENSDARG00000079277	ENSDARG00000077799
ENSDARG00000061903	ENSDARG00000033266
ENSDARG00000061936	ENSDARG00000090680
ENSDARG00000041693	ENSDARG00000040599
ENSDARG00000089562	ENSDARG00000088136
ENSDARG00000058558	ENSDARG00000059134
ENSDARG00000053746	ENSDARG00000011281
ENSDARG00000087114	ENSDARG00000062477
ENSDARG00000011506	ENSDARG00000077671
ENSDARG00000040031	ENSDARG00000004452
ENSDARG00000023185	ENSDARG00000079234
ENSDARG00000043142	ENSDARG00000074966
ENSDARG00000032959	ENSDARG00000051852
ENSDARG00000061455	ENSDARG00000046012
ENSDARG00000043410	ENSDARG00000020443
ENSDARG00000091699	ENSDARG00000055592
ENSDARG00000060073	ENSDARG00000079879
ENSDARG00000014967	ENSDARG00000013721
ENSDARG00000058556	ENSDARG00000089847
ENSDARG00000062481	ENSDARG00000070991
ENSDARG00000001686	ENSDARG00000078973
ENSDARG00000005159	ENSDARG00000007807
ENSDARG00000006299	ENSDARG00000073848
ENSDARG00000069626	ENSDARG00000004109
ENSDARG00000079251	ENSDARG00000077329
ENSDARG00000087971	ENSDARG00000037837
ENSDARG00000057352	ENSDARG00000059052
ENSDARG00000005785	ENSDARG00000069279
ENSDARG00000051954	ENSDARG00000077481
ENSDARG00000042859	ENSDARG00000014599
ENSDARG00000010727	ENSDARG00000016934
ENSDARG00000041317	ENSDARG00000056059
ENSDARG00000071501	ENSDARG00000054754
ENSDARG00000013552	ENSDARG00000030472
ENSDARG00000068660	ENSDARG00000092218
ENSDARG00000059574	ENSDARG00000074396
ENSDARG00000011549	ENSDARG00000055317
ENSDARG00000094357	ENSDARG00000080017
ENSDARG00000045253	ENSDARG00000090805
ENSDARG00000093123	ENSDARG00000074595
ENSDARG00000016089	ENSDARG00000086027
ENSDARG00000030269	ENSDARG00000029936
ENSDARG00000090977	ENSDARG00000056976
ENSDARG00000090513	ENSDARG00000091216
ENSDARG00000058701	ENSDARG00000078725
ENSDARG00000070570	ENSDARG00000076439
ENSDARG00000031348	ENSDARG00000054946
ENSDARG00000031495	ENSDARG00000003920
ENSDARG00000007786	ENSDARG00000079122
ENSDARG00000088299	ENSDARG00000071353
ENSDARG00000078134	ENSDARG00000008219
ENSDARG00000067797	ENSDARG00000000767
ENSDARG00000078186	ENSDARG00000078132
ENSDARG00000089543	ENSDARG00000088247
ENSDARG00000076790	ENSDARG00000008219
ENSDARG00000004588	ENSDARG00000043235
ENSDARG00000077868	ENSDARG00000074018
ENSDARG00000077690	ENSDARG00000077316
ENSDARG00000091784	ENSDARG00000058943
ENSDARG00000070286	ENSDARG00000094931
ENSDARG00000074089	ENSDARG00000075724
ENSDARG00000022045	ENSDARG00000059601
ENSDARG00000079593	ENSDARG00000020286
ENSDARG00000028259	ENSDARG00000029381
ENSDARG00000040736	ENSDARG00000008219
ENSDARG00000089791	ENSDARG00000026835
ENSDARG00000011830	ENSDARG00000060248
ENSDARG00000087219	ENSDARG00000030347
ENSDARG00000020235	ENSDARG00000041718
ENSDARG00000043451	ENSDARG00000021374
ENSDARG00000056805	ENSDARG00000059960
ENSDARG00000090279	ENSDARG00000025658
ENSDARG00000012482	ENSDARG00000063299
ENSDARG00000062610	ENSDARG00000010684
ENSDARG00000095340	ENSDARG00000091770
ENSDARG00000086970	ENSDARG00000086945
ENSDARG00000092523	ENSDARG00000056097
ENSDARG00000015292	ENSDARG00000069527
ENSDARG00000008075	ENSDARG00000056379
ENSDARG00000062610	ENSDARG00000078940
ENSDARG00000057296	ENSDARG00000063376
ENSDARG00000090299	ENSDARG00000038232
ENSDARG00000095127	ENSDARG00000068178
ENSDARG00000003523	ENSDARG00000093796
ENSDARG00000058535	ENSDARG00000079661
ENSDARG00000040854	ENSDARG00000011897
ENSDARG00000019365	ENSDARG00000094041
ENSDARG00000077625	ENSDARG00000075993
ENSDARG00000062271	ENSDARG00000063539
ENSDARG00000075547	ENSDARG00000078915
ENSDARG00000001832	ENSDARG00000020286
ENSDARG00000043095	ENSDARG00000023703
ENSDARG00000009885	ENSDARG00000040781
ENSDARG00000055833	ENSDARG00000089478
ENSDARG00000005776	ENSDARG00000030340
ENSDARG00000079603	ENSDARG00000074824
ENSDARG00000092031	ENSDARG00000079170
ENSDARG00000093123	ENSDARG00000088380
ENSDARG00000088207	ENSDARG00000077909
ENSDARG00000001572	ENSDARG00000060662
ENSDARG00000003523	ENSDARG00000095082
ENSDARG00000040719	ENSDARG00000087780
ENSDARG00000075715	ENSDARG00000088437
ENSDARG00000090299	ENSDARG00000088435
ENSDARG00000039801	ENSDARG00000040601
ENSDARG00000044976	ENSDARG00000036834
ENSDARG00000044976	ENSDARG00000036832
ENSDARG00000006601	ENSDARG00000076923
ENSDARG00000010454	ENSDARG00000043294
ENSDARG00000073742	ENSDARG00000052517
ENSDARG00000037260	ENSDARG00000039784
